,Date,Quarter,Year,Market_id,AveragePrice,Total_vol,Small_vol,Large_vol,XLarge_vol,Type
2842,10/30/2016,Q4,2016,22,1.82,2038.12,1.27,1696.28,0.0,organic
2843,10/23/2016,Q4,2016,22,1.03,3422.91,5.11,1408.29,0.0,organic
2844,10/16/2016,Q4,2016,22,1.24,2470.03,12.88,1256.9,0.0,organic
2845,10/9/2016,Q4,2016,22,1.08,4017.83,0.0,1676.0,0.0,organic
2846,10/2/2016,Q4,2016,22,1.87,1610.43,4.0,1353.25,0.0,organic
2847,10/29/2017,Q4,2017,22,1.84,3691.45,1.3,740.67,0.0,organic
2848,10/22/2017,Q4,2017,22,1.82,4195.97,9.09,1048.94,0.0,organic
2849,10/15/2017,Q4,2017,22,1.88,3665.19,2.59,1120.58,0.0,organic
2850,10/8/2017,Q4,2017,22,2.15,3097.7,1.29,1195.97,0.0,organic
2851,10/1/2017,Q4,2017,22,2.29,3102.3,0.0,999.73,0.0,organic
2852,10/25/2015,Q4,2015,23,1.25,307072.85,212163.19,35901.59,42.02,conventional
2853,10/18/2015,Q4,2015,23,1.24,333933.98,224505.79,42454.42,24.92,conventional
2854,10/11/2015,Q4,2015,23,1.0,538384.22,384920.27,59335.78,21.6,conventional
2855,10/4/2015,Q4,2015,23,0.99,570367.24,411182.68,63182.62,48.48,conventional
2856,10/30/2016,Q4,2016,23,1.57,403657.05,169008.34,98080.05,247.52,conventional
2857,10/23/2016,Q4,2016,23,1.59,437488.84,164118.89,125399.44,247.99,conventional
2858,10/16/2016,Q4,2016,23,1.28,537970.39,191040.91,158620.0,235.86,conventional
2859,10/9/2016,Q4,2016,23,1.49,410181.24,153136.21,112103.55,169.71,conventional
2860,10/2/2016,Q4,2016,23,1.51,539574.59,221783.43,125421.99,360.91,conventional
2861,10/29/2017,Q4,2017,23,1.22,674788.56,450543.04,71919.22,223.75,conventional
2862,10/22/2017,Q4,2017,23,1.59,558315.26,378185.3,61183.38,183.75,conventional
2863,10/15/2017,Q4,2017,23,1.79,472074.73,324877.96,49047.42,32.0,conventional
2864,10/8/2017,Q4,2017,23,1.92,455831.94,302210.81,44414.13,104.53,conventional
2865,10/1/2017,Q4,2017,23,2.04,399836.65,254127.88,48863.68,187.25,conventional
2866,10/25/2015,Q4,2015,23,1.5,1484.89,6.28,5.28,0.0,organic
2867,10/18/2015,Q4,2015,23,1.51,901.53,6.97,14.56,0.0,organic
2868,10/11/2015,Q4,2015,23,1.51,1780.24,12.93,3.98,0.0,organic
2869,10/4/2015,Q4,2015,23,1.5,1584.01,9.96,2.65,0.0,organic
2870,10/30/2016,Q4,2016,23,1.58,385.55,8.13,47.42,0.0,organic
2871,10/23/2016,Q4,2016,23,1.58,542.85,8.14,81.38,0.0,organic
2872,10/16/2016,Q4,2016,23,1.52,991.33,9.5,40.72,0.0,organic
2873,10/9/2016,Q4,2016,23,1.45,1613.43,8.14,35.29,0.0,organic
2874,10/2/2016,Q4,2016,23,1.49,472.82,10.5,18.99,0.0,organic
2875,10/29/2017,Q4,2017,23,1.84,5595.86,32.98,424.67,0.0,organic
2876,10/22/2017,Q4,2017,23,2.19,4842.31,139.07,728.38,0.0,organic
2877,10/15/2017,Q4,2017,23,2.62,1100.1,24.83,384.79,0.0,organic
2878,10/8/2017,Q4,2017,23,1.97,3758.3,98.7,435.16,0.0,organic
2879,10/1/2017,Q4,2017,23,2.09,2975.53,33.26,445.6,0.0,organic
2880,10/25/2015,Q4,2015,24,0.91,148660.26,89991.51,20511.16,4334.1,conventional
2881,10/18/2015,Q4,2015,24,0.91,182647.96,114107.69,29076.74,6047.46,conventional
2882,10/11/2015,Q4,2015,24,0.96,167655.6,83621.05,35428.18,7009.22,conventional
2883,10/4/2015,Q4,2015,24,0.96,157490.03,78331.45,30106.11,6363.08,conventional
2884,10/30/2016,Q4,2016,24,1.18,151715.9,65786.54,17343.11,165.83,conventional
2885,10/23/2016,Q4,2016,24,1.19,163017.85,66511.98,28375.72,125.57,conventional
2886,10/16/2016,Q4,2016,24,1.06,177609.17,78566.29,21640.42,233.46,conventional
2887,10/9/2016,Q4,2016,24,1.2,156477.24,77153.68,15555.1,127.9,conventional
2888,10/2/2016,Q4,2016,24,1.15,172755.25,76163.23,15615.55,85.74,conventional
2889,10/29/2017,Q4,2017,24,1.14,217723.59,125954.95,9477.04,185.0,conventional
2890,10/22/2017,Q4,2017,24,1.41,167135.85,97915.36,9503.17,252.39,conventional
2891,10/15/2017,Q4,2017,24,1.57,161020.39,87209.67,10227.66,125.62,conventional
2892,10/8/2017,Q4,2017,24,1.76,140968.03,77117.26,4016.38,105.67,conventional
2893,10/1/2017,Q4,2017,24,1.7,154956.62,73759.23,21324.74,90.32,conventional
2894,10/25/2015,Q4,2015,24,1.69,5077.17,668.25,3697.25,0.0,organic
2895,10/18/2015,Q4,2015,24,1.66,4679.4,660.38,2930.12,0.0,organic
2896,10/11/2015,Q4,2015,24,1.55,4976.32,609.97,3428.69,0.0,organic
2897,10/4/2015,Q4,2015,24,1.75,5092.36,533.94,3976.44,0.0,organic
2898,10/30/2016,Q4,2016,24,1.68,6293.04,294.8,5438.31,0.0,organic
2899,10/23/2016,Q4,2016,24,0.82,13219.08,282.64,3978.36,0.0,organic
2900,10/16/2016,Q4,2016,24,1.05,8007.21,386.64,3596.89,0.0,organic
2901,10/9/2016,Q4,2016,24,0.68,16638.93,494.24,3792.05,0.0,organic
2902,10/2/2016,Q4,2016,24,1.74,4636.33,546.56,3826.74,0.0,organic
2903,10/29/2017,Q4,2017,24,1.76,7350.15,75.61,2571.96,0.0,organic
2904,10/22/2017,Q4,2017,24,1.78,8715.84,57.76,3126.34,0.0,organic
2905,10/15/2017,Q4,2017,24,1.96,7545.78,67.23,2947.41,0.0,organic
2906,10/8/2017,Q4,2017,24,2.17,7071.72,60.89,2903.35,0.0,organic
2907,10/1/2017,Q4,2017,24,2.22,8229.65,88.65,2826.04,0.0,organic
2908,10/25/2015,Q4,2015,25,1.01,191180.56,117736.07,17516.63,646.78,conventional
2909,10/18/2015,Q4,2015,25,1.02,206563.03,124894.03,18241.03,1003.78,conventional
2910,10/11/2015,Q4,2015,25,1.0,217777.46,135769.89,16126.01,1155.54,conventional
2911,10/4/2015,Q4,2015,25,1.0,222488.23,133195.58,20601.83,1171.5,conventional
2912,10/30/2016,Q4,2016,25,1.48,163510.83,71230.82,22081.11,373.58,conventional
2913,10/23/2016,Q4,2016,25,1.44,203438.23,102352.79,30817.32,245.0,conventional
2914,10/16/2016,Q4,2016,25,1.36,222712.89,112346.71,27293.53,501.91,conventional
2915,10/9/2016,Q4,2016,25,1.25,233898.8,114410.24,41719.96,401.91,conventional
2916,10/2/2016,Q4,2016,25,1.29,214690.77,108880.32,32258.23,338.69,conventional
2917,10/29/2017,Q4,2017,25,1.11,277437.66,169106.09,21885.18,1787.0,conventional
2918,10/22/2017,Q4,2017,25,1.26,269443.25,159833.64,24349.84,1576.11,conventional
2919,10/15/2017,Q4,2017,25,1.46,227947.46,135384.25,18515.33,173.04,conventional
2920,10/8/2017,Q4,2017,25,1.34,328829.92,207980.89,24630.11,31.1,conventional
2921,10/1/2017,Q4,2017,25,1.72,227535.41,132184.69,21112.28,9.0,conventional
2922,10/25/2015,Q4,2015,25,1.45,3314.76,251.07,94.92,0.0,organic
2923,10/18/2015,Q4,2015,25,1.52,3148.46,366.69,93.2,0.0,organic
2924,10/11/2015,Q4,2015,25,1.54,3133.63,398.98,94.98,0.0,organic
2925,10/4/2015,Q4,2015,25,1.61,3044.44,244.88,104.55,0.0,organic
2926,10/30/2016,Q4,2016,25,1.59,3649.01,166.24,0.0,0.0,organic
2927,10/23/2016,Q4,2016,25,1.51,2300.83,32.05,0.0,0.0,organic
2928,10/16/2016,Q4,2016,25,1.68,2886.0,302.83,17.47,0.0,organic
2929,10/9/2016,Q4,2016,25,1.91,994.05,311.56,2.91,0.0,organic
2930,10/2/2016,Q4,2016,25,1.72,1263.25,144.78,0.0,0.0,organic
2931,10/29/2017,Q4,2017,25,1.7,6088.13,89.32,154.0,0.0,organic
2932,10/22/2017,Q4,2017,25,1.6,3456.59,83.45,125.29,0.0,organic
2933,10/15/2017,Q4,2017,25,1.55,2172.93,252.53,100.4,0.0,organic
2934,10/8/2017,Q4,2017,25,1.69,2402.71,208.27,73.21,0.0,organic
2935,10/1/2017,Q4,2017,25,1.97,3769.02,207.39,135.26,0.0,organic
2936,10/25/2015,Q4,2015,26,1.23,1048045.86,18035.94,790163.44,540.63,conventional
2937,10/18/2015,Q4,2015,26,0.97,1856337.85,23873.63,1598365.27,1173.01,conventional
2938,10/11/2015,Q4,2015,26,1.28,1099283.22,14859.09,792683.64,721.46,conventional
2939,10/4/2015,Q4,2015,26,1.26,1342963.26,19623.48,1060768.61,1078.17,conventional
2940,10/30/2016,Q4,2016,26,1.99,618279.77,9264.98,435952.49,1595.64,conventional
2941,10/23/2016,Q4,2016,26,1.95,807564.93,11212.72,512038.46,2086.69,conventional
2942,10/16/2016,Q4,2016,26,1.89,969846.54,15611.16,636341.88,1794.03,conventional
2943,10/9/2016,Q4,2016,26,1.76,1031060.45,20086.94,688905.67,1806.94,conventional
2944,10/2/2016,Q4,2016,26,1.72,1057930.65,33926.41,658467.15,3847.42,conventional
2945,10/29/2017,Q4,2017,26,1.57,1217806.97,74423.5,788262.18,779.34,conventional
2946,10/22/2017,Q4,2017,26,1.54,1253047.6,71422.68,788731.96,491.71,conventional
2947,10/15/2017,Q4,2017,26,1.68,1176751.31,75694.79,747793.74,632.63,conventional
2948,10/8/2017,Q4,2017,26,1.69,1105462.53,75444.57,669974.98,872.2,conventional
2949,10/1/2017,Q4,2017,26,1.67,1201890.84,83287.52,707902.58,547.17,conventional
2950,10/25/2015,Q4,2015,26,1.94,15727.43,2675.93,8966.26,411.18,organic
2951,10/18/2015,Q4,2015,26,2.07,12935.87,1528.22,9002.2,516.36,organic
2952,10/11/2015,Q4,2015,26,2.09,12517.38,1981.58,8760.24,233.98,organic
2953,10/4/2015,Q4,2015,26,2.25,15454.59,1978.71,11877.16,47.48,organic
2954,10/30/2016,Q4,2016,26,2.25,25450.53,5223.58,18866.35,57.57,organic
2955,10/23/2016,Q4,2016,26,2.1,8442.79,1932.33,4815.3,33.45,organic
2956,10/16/2016,Q4,2016,26,2.33,17837.78,3985.49,11359.44,88.68,organic
2957,10/9/2016,Q4,2016,26,2.3,26463.29,4174.98,11904.61,791.44,organic
2958,10/2/2016,Q4,2016,26,2.41,35543.08,3506.59,11530.82,1515.94,organic
2959,10/29/2017,Q4,2017,26,2.11,70881.96,5301.96,19352.26,84.57,organic
2960,10/22/2017,Q4,2017,26,2.08,70272.82,5760.74,17860.14,73.28,organic
2961,10/15/2017,Q4,2017,26,2.09,69241.11,6708.76,14018.78,100.55,organic
2962,10/8/2017,Q4,2017,26,2.06,67166.62,6353.85,16664.55,133.03,organic
2963,10/1/2017,Q4,2017,26,2.04,63623.43,5060.7,14782.9,90.07,organic
2964,10/25/2015,Q4,2015,27,1.25,210265.79,138110.06,24182.08,91.29,conventional
2965,10/18/2015,Q4,2015,27,1.24,204526.46,131126.38,24094.4,71.02,conventional
2966,10/11/2015,Q4,2015,27,1.0,308032.62,211056.18,30064.22,105.62,conventional
2967,10/4/2015,Q4,2015,27,1.0,332997.12,224769.27,34085.54,60.86,conventional
2968,10/30/2016,Q4,2016,27,1.54,223224.74,82399.26,52975.5,143.88,conventional
2969,10/23/2016,Q4,2016,27,1.52,236500.42,83780.57,68746.38,134.75,conventional
2970,10/16/2016,Q4,2016,27,1.23,311363.97,104391.1,87927.74,151.73,conventional
2971,10/9/2016,Q4,2016,27,1.44,267399.38,91531.9,81061.05,129.43,conventional
2972,10/2/2016,Q4,2016,27,1.45,301939.19,117406.55,66860.79,189.44,conventional
2973,10/29/2017,Q4,2017,27,1.22,399421.97,257257.1,33771.93,570.11,conventional
2974,10/22/2017,Q4,2017,27,1.56,328326.17,214853.32,27481.16,613.49,conventional
2975,10/15/2017,Q4,2017,27,1.74,288581.65,176622.72,22938.4,94.4,conventional
2976,10/8/2017,Q4,2017,27,1.85,304863.13,195935.23,23473.26,50.59,conventional
2977,10/1/2017,Q4,2017,27,2.0,262601.79,166612.29,29616.83,15.2,conventional
2978,10/25/2015,Q4,2015,27,1.85,2905.07,2019.57,8.83,0.0,organic
2979,10/18/2015,Q4,2015,27,2.18,2804.82,1876.78,48.04,0.0,organic
2980,10/11/2015,Q4,2015,27,2.05,3285.94,1759.75,50.57,0.0,organic
2981,10/4/2015,Q4,2015,27,2.11,2990.97,1810.36,27.8,0.0,organic
2982,10/30/2016,Q4,2016,27,1.56,3758.96,692.43,201.48,0.0,organic
2983,10/23/2016,Q4,2016,27,1.5,4025.09,740.65,53.73,0.0,organic
2984,10/16/2016,Q4,2016,27,1.44,2930.31,478.48,51.31,0.0,organic
2985,10/9/2016,Q4,2016,27,2.0,3382.0,1877.6,136.29,0.0,organic
2986,10/2/2016,Q4,2016,27,2.3,3772.67,2847.79,212.49,0.0,organic
2987,10/29/2017,Q4,2017,27,2.01,6466.78,179.61,1219.5,0.0,organic
2988,10/22/2017,Q4,2017,27,2.29,7965.85,318.97,1675.81,0.0,organic
2989,10/15/2017,Q4,2017,27,2.87,3824.55,175.45,1228.12,0.0,organic
2990,10/8/2017,Q4,2017,27,2.27,4734.25,198.53,1046.76,0.0,organic
2991,10/1/2017,Q4,2017,27,2.35,8517.29,239.14,1618.07,0.0,organic
2992,10/25/2015,Q4,2015,28,1.19,398337.69,19897.83,283085.98,437.37,conventional
2993,10/18/2015,Q4,2015,28,1.06,496236.63,14369.89,388376.48,819.38,conventional
2994,10/11/2015,Q4,2015,28,1.26,373650.83,13073.44,256350.83,550.69,conventional
2995,10/4/2015,Q4,2015,28,1.28,388205.8,14121.46,268719.03,754.42,conventional
2996,10/30/2016,Q4,2016,28,1.83,254423.1,13468.37,150271.02,701.32,conventional
2997,10/23/2016,Q4,2016,28,1.89,293380.24,13407.99,179712.92,664.5,conventional
2998,10/16/2016,Q4,2016,28,1.74,335408.43,15915.88,192515.42,718.39,conventional
2999,10/9/2016,Q4,2016,28,1.71,355667.75,16118.58,203203.51,964.8,conventional
3000,10/2/2016,Q4,2016,28,1.61,366233.17,18332.24,195428.72,898.05,conventional
3001,10/29/2017,Q4,2017,28,1.53,367260.68,40321.47,209091.67,274.42,conventional
3002,10/22/2017,Q4,2017,28,1.53,376196.84,39322.2,201632.28,288.94,conventional
3003,10/15/2017,Q4,2017,28,1.64,368965.61,44235.03,197307.19,235.29,conventional
3004,10/8/2017,Q4,2017,28,1.67,331169.67,43189.77,163922.46,336.6,conventional
3005,10/1/2017,Q4,2017,28,1.62,389987.92,45811.04,195759.47,255.36,conventional
3006,10/25/2015,Q4,2015,28,1.86,3254.64,441.78,1817.74,15.61,organic
3007,10/18/2015,Q4,2015,28,1.74,3665.62,230.01,1600.51,15.55,organic
3008,10/11/2015,Q4,2015,28,1.62,4268.78,325.35,1595.95,16.5,organic
3009,10/4/2015,Q4,2015,28,2.15,2709.41,395.16,1815.89,51.05,organic
3010,10/30/2016,Q4,2016,28,2.39,6531.71,1020.47,3824.37,0.0,organic
3011,10/23/2016,Q4,2016,28,2.06,4580.38,677.26,2325.75,0.0,organic
3012,10/16/2016,Q4,2016,28,2.26,6276.25,824.21,2624.61,0.0,organic
3013,10/9/2016,Q4,2016,28,2.17,6701.46,868.09,2914.68,4.43,organic
3014,10/2/2016,Q4,2016,28,2.23,6865.93,854.63,2658.82,0.0,organic
3015,10/29/2017,Q4,2017,28,1.73,27732.82,1757.98,4800.42,5.22,organic
3016,10/22/2017,Q4,2017,28,1.65,32004.79,1948.97,4354.97,24.34,organic
3017,10/15/2017,Q4,2017,28,1.69,31850.15,2588.95,3517.12,10.51,organic
3018,10/8/2017,Q4,2017,28,1.58,35985.8,2204.3,2935.05,6.15,organic
3019,10/1/2017,Q4,2017,28,1.61,32035.84,1696.86,3087.3,0.0,organic
3020,10/25/2015,Q4,2015,29,0.83,761261.71,435986.9,240689.98,19968.66,conventional
3021,10/18/2015,Q4,2015,29,0.65,1094731.43,728349.92,287934.77,10255.97,conventional
3022,10/11/2015,Q4,2015,29,0.89,795732.52,382706.67,321487.4,19579.82,conventional
3023,10/4/2015,Q4,2015,29,0.89,726095.5,363730.26,269015.75,10663.95,conventional
3024,10/30/2016,Q4,2016,29,1.11,644652.47,261889.52,135479.22,15843.09,conventional
3025,10/23/2016,Q4,2016,29,1.02,699711.07,250712.73,188686.25,16864.42,conventional
3026,10/16/2016,Q4,2016,29,1.03,831120.57,273642.18,223809.9,13628.24,conventional
3027,10/9/2016,Q4,2016,29,0.99,885661.32,382978.65,208869.08,10640.59,conventional
3028,10/2/2016,Q4,2016,29,1.03,815711.64,345171.12,206765.02,11411.45,conventional
3029,10/29/2017,Q4,2017,29,0.98,866137.35,368642.75,273118.45,7336.87,conventional
3030,10/22/2017,Q4,2017,29,1.04,809603.25,352330.12,241655.47,3878.71,conventional
3031,10/15/2017,Q4,2017,29,1.17,776108.23,338241.51,217038.81,2634.94,conventional
3032,10/8/2017,Q4,2017,29,1.28,713847.15,334851.45,146162.7,2097.5,conventional
3033,10/1/2017,Q4,2017,29,1.31,666472.86,289195.06,153391.94,2561.47,conventional
3034,10/25/2015,Q4,2015,29,1.52,9307.99,8001.76,1140.49,0.0,organic
3035,10/18/2015,Q4,2015,29,1.84,12357.55,10832.2,1317.09,0.0,organic
3036,10/11/2015,Q4,2015,29,1.91,6593.87,5438.94,970.16,0.0,organic
3037,10/4/2015,Q4,2015,29,1.93,6825.19,5605.54,1059.09,0.0,organic
3038,10/30/2016,Q4,2016,29,2.62,5394.03,1436.7,3458.84,0.0,organic
3039,10/23/2016,Q4,2016,29,2.22,6017.53,2044.02,2692.05,0.0,organic
3040,10/16/2016,Q4,2016,29,2.04,8551.32,2904.44,3741.95,0.0,organic
3041,10/9/2016,Q4,2016,29,2.4,5962.78,1749.69,2997.36,0.0,organic
3042,10/2/2016,Q4,2016,29,2.62,5380.03,1149.6,3519.69,0.0,organic
3043,10/29/2017,Q4,2017,29,1.89,12481.54,2450.25,1503.06,0.0,organic
3044,10/22/2017,Q4,2017,29,1.79,10952.31,2184.07,508.22,0.0,organic
3045,10/15/2017,Q4,2017,29,1.77,10197.11,2370.22,101.99,0.0,organic
3046,10/8/2017,Q4,2017,29,1.78,11837.2,2749.91,124.43,0.0,organic
3047,10/1/2017,Q4,2017,29,1.8,11071.7,2624.47,142.4,0.0,organic
3048,10/25/2015,Q4,2015,30,1.22,69191.72,2301.4,40984.47,1289.08,conventional
3049,10/18/2015,Q4,2015,30,1.23,70132.85,1700.52,43226.31,1465.61,conventional
3050,10/11/2015,Q4,2015,30,0.96,84053.56,981.32,59821.03,1535.63,conventional
3051,10/4/2015,Q4,2015,30,0.99,89538.02,1068.04,69555.83,2321.1,conventional
3052,10/30/2016,Q4,2016,30,1.25,86820.55,25336.21,21347.76,1150.23,conventional
3053,10/23/2016,Q4,2016,30,1.3,90368.85,25223.29,26247.81,1185.68,conventional
3054,10/16/2016,Q4,2016,30,1.27,87503.46,23294.4,24183.85,994.89,conventional
3055,10/9/2016,Q4,2016,30,1.29,89506.29,24596.38,27239.36,953.05,conventional
3056,10/2/2016,Q4,2016,30,1.3,92483.87,27733.81,31201.92,1368.98,conventional
3057,10/29/2017,Q4,2017,30,1.52,90393.33,30939.52,20179.35,1067.37,conventional
3058,10/22/2017,Q4,2017,30,1.54,99922.23,35800.8,22216.67,1088.38,conventional
3059,10/15/2017,Q4,2017,30,1.56,97962.05,34869.71,21509.86,1142.62,conventional
3060,10/8/2017,Q4,2017,30,1.6,84870.68,35817.02,10330.12,1240.8,conventional
3061,10/1/2017,Q4,2017,30,1.33,105766.89,43623.37,22847.25,1404.16,conventional
3062,10/25/2015,Q4,2015,30,1.47,1973.01,594.36,27.33,0.0,organic
3063,10/18/2015,Q4,2015,30,1.45,1329.64,477.61,37.62,0.0,organic
3064,10/11/2015,Q4,2015,30,1.45,1366.39,447.03,53.1,0.0,organic
3065,10/4/2015,Q4,2015,30,1.19,1849.29,305.21,265.77,0.0,organic
3066,10/30/2016,Q4,2016,30,1.54,8707.36,949.37,59.89,0.0,organic
3067,10/23/2016,Q4,2016,30,1.52,8896.5,1009.65,87.95,0.0,organic
3068,10/16/2016,Q4,2016,30,1.53,9213.3,968.87,133.4,0.0,organic
3069,10/9/2016,Q4,2016,30,1.51,9599.33,1003.35,103.31,0.0,organic
3070,10/2/2016,Q4,2016,30,1.53,10005.59,796.0,104.74,0.0,organic
3071,10/29/2017,Q4,2017,30,1.43,11438.37,1095.47,26.46,0.0,organic
3072,10/22/2017,Q4,2017,30,1.43,11539.28,1240.6,10.63,0.0,organic
3073,10/15/2017,Q4,2017,30,1.39,13004.97,1168.25,81.55,0.0,organic
3074,10/8/2017,Q4,2017,30,1.35,15900.88,1108.27,24.83,0.0,organic
3075,10/1/2017,Q4,2017,30,1.4,11819.12,969.51,35.45,0.0,organic
3076,10/25/2015,Q4,2015,31,0.91,480396.16,95297.5,191061.91,13673.67,conventional
3077,10/18/2015,Q4,2015,31,1.05,438182.64,113111.46,188908.15,16086.11,conventional
3078,10/11/2015,Q4,2015,31,0.79,657656.23,84270.47,324386.38,31627.53,conventional
3079,10/4/2015,Q4,2015,31,1.13,421430.94,104149.05,172302.04,45229.53,conventional
3080,10/30/2016,Q4,2016,31,1.4,407047.88,70232.8,109965.98,15009.27,conventional
3081,10/23/2016,Q4,2016,31,1.12,568596.03,77057.58,127808.18,12872.16,conventional
3082,10/16/2016,Q4,2016,31,1.16,563725.3,106966.73,107928.08,13597.96,conventional
3083,10/9/2016,Q4,2016,31,1.08,598035.57,107796.99,124430.54,15502.77,conventional
3084,10/2/2016,Q4,2016,31,0.83,954737.07,93260.65,187759.49,15822.01,conventional
3085,10/29/2017,Q4,2017,31,1.29,520629.7,152604.62,128666.04,15431.79,conventional
3086,10/22/2017,Q4,2017,31,1.36,511400.66,138574.37,127745.69,14424.63,conventional
3087,10/15/2017,Q4,2017,31,1.25,546932.09,150707.93,240106.11,11215.37,conventional
3088,10/8/2017,Q4,2017,31,1.9,363427.67,92601.95,111769.87,14976.51,conventional
3089,10/1/2017,Q4,2017,31,1.84,362296.15,97772.92,104336.09,14152.16,conventional
3090,10/25/2015,Q4,2015,31,1.74,16496.39,628.45,9578.24,6.63,organic
3091,10/18/2015,Q4,2015,31,1.78,17590.21,800.44,12022.04,6.64,organic
3092,10/11/2015,Q4,2015,31,1.68,26547.99,780.51,15805.53,3.31,organic
3093,10/4/2015,Q4,2015,31,1.57,35183.28,1489.84,22640.35,3.31,organic
3094,10/30/2016,Q4,2016,31,2.55,7136.88,1910.88,4597.68,0.83,organic
3095,10/23/2016,Q4,2016,31,2.1,7817.32,1806.98,3687.61,18.33,organic
3096,10/16/2016,Q4,2016,31,1.4,26243.63,3780.79,4114.77,4.99,organic
3097,10/9/2016,Q4,2016,31,1.39,18266.3,2824.29,2772.33,3.32,organic
3098,10/2/2016,Q4,2016,31,1.21,26444.58,2843.4,2404.44,0.0,organic
3099,10/29/2017,Q4,2017,31,2.49,17335.77,2011.28,2499.56,0.0,organic
3100,10/22/2017,Q4,2017,31,2.48,15825.16,1737.93,2304.96,1.66,organic
3101,10/15/2017,Q4,2017,31,2.71,16796.38,1671.14,2449.35,6.61,organic
3102,10/8/2017,Q4,2017,31,2.85,16818.84,1802.17,2450.42,1.64,organic
3103,10/1/2017,Q4,2017,31,2.86,16126.21,188.42,2362.6,1.64,organic
3104,10/25/2015,Q4,2015,32,1.22,199222.68,52737.98,50170.35,50086.92,conventional
3105,10/18/2015,Q4,2015,32,1.23,217581.17,49804.3,64754.24,53069.24,conventional
3106,10/11/2015,Q4,2015,32,1.17,222606.79,47887.85,54545.59,69417.88,conventional
3107,10/4/2015,Q4,2015,32,1.29,187692.67,48417.65,56829.33,45935.19,conventional
3108,10/30/2016,Q4,2016,32,1.42,211956.24,84333.26,42819.12,23850.94,conventional
3109,10/23/2016,Q4,2016,32,1.4,239744.28,88588.35,53189.14,21782.42,conventional
3110,10/16/2016,Q4,2016,32,1.37,247656.68,91951.02,64317.25,17584.71,conventional
3111,10/9/2016,Q4,2016,32,1.39,254093.87,85813.34,67026.7,20238.33,conventional
3112,10/2/2016,Q4,2016,32,1.36,261886.32,81422.14,79271.53,17415.97,conventional
3113,10/29/2017,Q4,2017,32,1.48,251521.91,76356.75,82013.34,4266.3,conventional
3114,10/22/2017,Q4,2017,32,1.63,229001.29,62822.01,87018.3,5007.19,conventional
3115,10/15/2017,Q4,2017,32,1.63,243992.86,72524.24,89294.26,5003.35,conventional
3116,10/8/2017,Q4,2017,32,1.7,243412.06,70536.12,91083.5,4383.72,conventional
3117,10/1/2017,Q4,2017,32,1.63,249920.93,67533.05,96920.94,4787.85,conventional
3118,10/25/2015,Q4,2015,32,1.78,5657.77,32.54,2451.58,1023.16,organic
3119,10/18/2015,Q4,2015,32,1.73,5627.1,43.28,2506.16,698.19,organic
3120,10/11/2015,Q4,2015,32,1.59,6683.43,42.36,2450.97,861.5,organic
3121,10/4/2015,Q4,2015,32,1.76,5592.18,28.22,2449.8,645.0,organic
3122,10/30/2016,Q4,2016,32,1.83,13196.5,181.18,5746.73,603.36,organic
3123,10/23/2016,Q4,2016,32,1.69,14742.89,171.92,6245.22,615.01,organic
3124,10/16/2016,Q4,2016,32,1.69,13121.67,168.46,5344.14,579.87,organic
3125,10/9/2016,Q4,2016,32,1.65,14282.79,252.46,6045.5,665.88,organic
3126,10/2/2016,Q4,2016,32,1.87,10464.63,190.0,4744.03,452.15,organic
3127,10/29/2017,Q4,2017,32,1.92,19837.54,181.87,4145.71,133.58,organic
3128,10/22/2017,Q4,2017,32,2.2,15322.27,196.22,4273.42,109.06,organic
3129,10/15/2017,Q4,2017,32,2.53,13272.0,442.38,3627.0,103.46,organic
3130,10/8/2017,Q4,2017,32,2.85,12366.93,96.31,4599.62,125.61,organic
3131,10/1/2017,Q4,2017,32,3.0,10741.93,140.46,4331.2,147.11,organic
3132,10/25/2015,Q4,2015,33,1.02,180316.1,68613.89,70131.72,13184.36,conventional
3133,10/18/2015,Q4,2015,33,1.0,217221.23,70405.4,106053.96,13205.22,conventional
3134,10/11/2015,Q4,2015,33,1.01,192231.47,61756.93,85083.67,16004.59,conventional
3135,10/4/2015,Q4,2015,33,1.04,200821.29,67267.71,91381.65,11357.4,conventional
3136,10/30/2016,Q4,2016,33,1.28,174400.73,80899.6,43431.58,5927.06,conventional
3137,10/23/2016,Q4,2016,33,1.34,178512.86,70435.52,54871.16,5858.15,conventional
3138,10/16/2016,Q4,2016,33,1.28,203089.29,75896.57,67555.19,4957.43,conventional
3139,10/9/2016,Q4,2016,33,1.25,213460.34,90443.54,66361.81,4535.47,conventional
3140,10/2/2016,Q4,2016,33,1.19,229339.1,95732.95,68003.98,5204.62,conventional
3141,10/29/2017,Q4,2017,33,1.33,217679.03,53015.01,82269.66,1275.09,conventional
3142,10/22/2017,Q4,2017,33,1.39,206044.77,44086.63,86692.04,1441.14,conventional
3143,10/15/2017,Q4,2017,33,1.46,211342.84,43036.52,92849.88,1580.75,conventional
3144,10/8/2017,Q4,2017,33,1.62,159117.57,43388.05,49967.91,1517.57,conventional
3145,10/1/2017,Q4,2017,33,1.54,205642.56,39836.95,90617.44,1295.35,conventional
3146,10/25/2015,Q4,2015,33,1.66,4174.55,58.25,2344.49,371.33,organic
3147,10/18/2015,Q4,2015,33,1.63,4738.31,87.63,2410.99,385.81,organic
3148,10/11/2015,Q4,2015,33,1.31,5694.0,34.1,2522.36,422.63,organic
